model,stdev
distilled,0.73017913
distilled,0.26236975
distilled,0.26070383
distilled,0.28825298
distilled,0.33281127
distilled,0.2560747
distilled,0.50395447
distilled,0.27759886
distilled,0.65380025
distilled,0.47149205
distilled,0.30707362
distilled,0.27941048
distilled,0.24015766
distilled,0.72193635
distilled,0.7901756
distilled,0.45312202
distilled,0.537368
distilled,0.5600286
distilled,0.54224676
distilled,0.20967919
distilled,0.5818009
distilled,0.26510966
distilled,0.46342766
distilled,0.47267476
distilled,0.242075
distilled,0.15503022
distilled,0.6155504
distilled,0.50097966
distilled,0.3259491
distilled,0.3647493
distilled,0.453124
distilled,0.3735028
distilled,0.38497534
distilled,0.4040943
distilled,0.65303904
distilled,0.5390222
distilled,0.45193762
distilled,0.38320446
distilled,0.50289476
distilled,0.28760865
distilled,0.7078176
distilled,0.6168257
distilled,0.3582059
distilled,0.4871203
distilled,0.16829707
distilled,0.42700326
distilled,0.3313594
distilled,0.61419696
distilled,0.45166296
distilled,0.28573996
distilled,0.28907123
distilled,0.64736474
distilled,0.29041824
distilled,0.37546182
distilled,0.5533331
distilled,0.46069443
distilled,0.38149402
distilled,1.0740803
distilled,0.56817615
distilled,0.41746625
distilled,0.5350036
distilled,0.353691
distilled,0.6631814
distilled,0.3723578
distilled,0.1946722
distilled,0.42168292
distilled,0.4571877
distilled,0.31428978
distilled,0.3002905
distilled,0.38052413
distilled,0.32169133
distilled,0.2557381
distilled,0.3497839
distilled,0.34511948
distilled,0.43611446
distilled,0.2092354
distilled,0.6102217
distilled,0.3558433
distilled,0.34289604
distilled,0.5228072
distilled,0.58347166
distilled,0.2870165
distilled,0.5816273
distilled,0.43807027
distilled,0.38253012
distilled,0.581811
distilled,0.63713586
distilled,0.17805621
distilled,0.37464297
distilled,0.6889725
distilled,0.3084876
distilled,0.43261373
distilled,0.4886435
distilled,0.54093415
distilled,0.4340771
distilled,0.24756467
distilled,0.4298603
distilled,0.6811473
distilled,0.46369946
distilled,0.29319602
distilled,0.6423365
distilled,0.30266398
distilled,0.41403514
distilled,0.507577
distilled,0.6176343
distilled,0.29900375
distilled,0.6295782
distilled,0.3920969
distilled,0.34106874
distilled,0.23990096
distilled,0.26870644
distilled,0.71184987
distilled,0.50709945
distilled,0.51297706
distilled,0.75359535
distilled,0.7407684
distilled,0.24437816
distilled,0.5836233
distilled,0.4533247
distilled,0.32467327
distilled,0.5403652
distilled,0.35287184
distilled,0.6729465
distilled,0.57213455
distilled,0.2691015
distilled,0.46537194
distilled,0.53138816
distilled,0.4210048
distilled,0.83432865
distilled,0.14163524
distilled,0.46726432
distilled,0.5462685
distilled,0.35985708
distilled,0.3299291
distilled,0.2648687
distilled,0.2773564
distilled,0.40304053
distilled,0.51018286
distilled,0.51961046
distilled,0.43487388
distilled,0.27206227
distilled,0.3203321
distilled,0.6628844
distilled,0.47995687
distilled,0.19816928
distilled,0.5361095
distilled,0.22939372
distilled,0.3951344
distilled,0.46807227
distilled,0.7207453
distilled,0.79700077
distilled,0.41603437
distilled,0.26940677
distilled,0.19216435
distilled,0.45258686
distilled,0.7377231
distilled,0.71195096
distilled,0.73703307
distilled,0.29097784
distilled,0.21714304
distilled,0.47181398
distilled,0.60683805
distilled,0.19728108
distilled,0.457386
distilled,0.5617398
distilled,0.5306996
distilled,0.5835523
distilled,0.21107519
distilled,0.32710743
distilled,0.49439314
distilled,0.38091388
distilled,0.35281578
distilled,0.53828573
distilled,0.24031958
distilled,0.29862326
distilled,0.650394
distilled,0.4471167
distilled,0.563083
distilled,0.2625178
distilled,0.4862635
distilled,0.57350296
distilled,0.72230554
distilled,0.8088991
distilled,0.16867705
distilled,0.47987828
distilled,0.29484898
distilled,0.5958828
distilled,0.45630282
distilled,0.49888468
distilled,0.26056167
distilled,0.46812418
distilled,0.43858933
distilled,0.2964376
distilled,0.39175197
distilled,0.79106593
distilled,0.6978042
distilled,0.64323366
distilled,0.22162966
distilled,0.4824854
distilled,0.32675982
distilled,0.23760884
distilled,0.37628034
distilled,0.31625003
distilled,0.31742424
distilled,0.2948865
distilled,0.6727785
distilled,0.42240047
distilled,0.34720722
distilled,0.5709813
distilled,0.351143
distilled,0.22098218
distilled,0.56952333
distilled,0.47009182
distilled,0.27505502
distilled,0.32904953
distilled,0.45519325
distilled,0.22830345
distilled,0.58182937
distilled,0.5981269
distilled,0.6926388
distilled,0.36105067
distilled,0.26527727
distilled,0.5512207
distilled,0.3294012
distilled,0.41749325
distilled,0.69042724
distilled,0.3129176
distilled,0.5307229
distilled,0.28150383
distilled,0.4025019
distilled,0.5027451
distilled,0.49749997
distilled,0.38780966
distilled,0.41804114
distilled,0.48141968
distilled,0.24280235
distilled,0.5562215
distilled,0.49236053
distilled,0.6002456
distilled,0.21312173
distilled,0.62708455
distilled,0.34709072
distilled,0.28218204
distilled,0.28871715
distilled,0.40038985
distilled,0.26878372
distilled,0.4216901
distilled,0.58995897
distilled,0.6704176
distilled,0.31996453
distilled,0.5380449
distilled,0.47926715
distilled,0.9117153
distilled,0.29620072
distilled,0.42688954
distilled,0.20834123
distilled,0.44124454
distilled,0.3567348
distilled,0.35940653
distilled,0.21191098
distilled,0.9101829
distilled,0.4962648
distilled,0.3867157
distilled,0.64187145
distilled,0.2683572
distilled,0.5858103
distilled,0.4281967
distilled,0.27831295
distilled,0.37521175
distilled,0.96562237
distilled,1.0361172
distilled,0.7002632
distilled,0.4515023
distilled,0.32623112
distilled,0.7499494
distilled,0.32953444
distilled,0.3336848
distilled,0.41905427
distilled,0.45449883
distilled,0.55569947
distilled,0.5319112
distilled,0.50680727
distilled,0.3825407
distilled,0.34510323
distilled,0.4900755
distilled,0.32678425
distilled,0.315561
distilled,0.38098386
distilled,0.45938522
distilled,0.53254664
distilled,0.35651731
distilled,1.0532779
distilled,0.40137476
distilled,0.25267863
distilled,0.14727318
distilled,0.23850879
distilled,0.22221333
distilled,0.18480653
distilled,0.27008146
distilled,0.5755538
distilled,0.35751265
distilled,0.5654804
distilled,0.30669507
distilled,0.37749392
distilled,0.22564833
distilled,0.28863388
distilled,0.5129444
distilled,0.5539783
distilled,0.8105396
distilled,0.6888831
distilled,0.68835926
distilled,0.39097992
distilled,0.46114516
distilled,0.46739778
distilled,0.58865553
distilled,0.19636063
distilled,0.2928018
distilled,0.29433262
distilled,0.25410756
distilled,0.5722503
distilled,0.7705527
distilled,0.3737388
distilled,0.32752487
distilled,0.68676394
distilled,0.29760426
distilled,0.29240248
distilled,0.43076327
distilled,0.42799896
distilled,0.67258155
distilled,0.50743407
distilled,0.66046673
distilled,0.5302518
distilled,0.29528585
distilled,0.48989034
distilled,0.26289254
distilled,0.7298139
distilled,0.5957767
distilled,0.3491257
distilled,0.661469
distilled,0.6981344
distilled,0.60330325
distilled,0.39750394
distilled,0.2817268
distilled,0.49357516
distilled,0.6875648
distilled,0.39955902
distilled,0.20633487
distilled,0.2382173
distilled,0.5509603
distilled,0.41802114
distilled,0.44058535
distilled,0.31060424
distilled,0.5846703
distilled,0.3181269
distilled,0.369878
distilled,0.22756067
distilled,0.3907643
distilled,0.48215005
distilled,0.7979424
distilled,0.36545724
distilled,0.5091583
distilled,0.8187555
distilled,0.84077775
distilled,0.4142827
distilled,0.2740863
distilled,0.69076127
distilled,0.34008974
distilled,1.0088385
distilled,0.3348955
distilled,0.51801336
distilled,0.42023224
distilled,0.55567694
distilled,0.49564403
distilled,0.7052748
distilled,0.3766573
distilled,0.9490162
distilled,0.51923245
distilled,0.6371125
distilled,0.5597751
distilled,0.43479314
distilled,0.28303093
distilled,0.3155328
distilled,0.31774616
distilled,0.41258198
distilled,0.46577075
distilled,0.53255224
distilled,0.44836348
distilled,0.46147296
distilled,0.68555325
distilled,0.25771168
distilled,0.30349097
distilled,0.4424704
distilled,0.26335514
distilled,0.4691532
distilled,0.6324759
